transaction_id,customer_name,mobile_number,transaction_amount,payment_method,transaction_type,transaction_time,location,merchant_name,device_type,ip_address
TXN2103,Mrs. Kimberly Burke,422428495,19549.43,Credit Card,Credit,19-01-2026 15:31,Mysore,Flipkart,iPhone,172.190.51.164
TXN2104,Abigail Adams,9877520999,51420.9,Net Banking,Debit,09-05-2026 09:35,Mysore,Zomato,Android,162.98.252.130
TXN2105,Kathryn Avila,3372423257,1513.18,Debit Card,Credit,18-04-2026 05:48,Delhi,Myntra,Android,134.46.56.92
TXN2106,Laura Flores,4201407284,60544.09,UPI,Debit,22-01-2026 08:54,Hyderabad,PhonePe,Web,221.124.79.80
TXN2107,Sean Nguyen,8291766586,82256.41,Credit Card,Debit,07-02-2026 03:08,Chennai,Amazon,Web,173.228.172.237
TXN2108,Joseph Mitchell,9595654375,25221.4,Credit Card,Credit,24-03-2026 04:32,Mumbai,Flipkart,Android,167.158.170.201
TXN2109,Rita Griffin,732624479,60526.26,Credit Card,Debit,18-02-2026 17:08,Chennai,Zomato,Android,179.164.76.154
TXN2110,Robert Wilson,9303988765,50102.52,Credit Card,Credit,27-03-2026 05:16,Mumbai,Zomato,Web,44.205.188.227
TXN2111,Jeffery Logan,9836547917,67715.14,UPI,Debit,30-01-2026 09:19,Hyderabad,Myntra,Web,125.78.23.157
TXN2112,Donald Moore,2394996939,3546.69,Net Banking,Credit,27-05-2026 22:55,Mysore,PhonePe,Android,110.95.107.97
TXN2113,Shannon Schneider,2507499041,49184.21,Debit Card,Credit,12-02-2026 17:13,Pune,PhonePe,Android,194.125.2.46
TXN2114,Ethan Mitchell,7570283057,14324.55,UPI,Debit,24-04-2026 19:06,Pune,Amazon,Android,147.171.74.183
TXN2115,Jennifer Armstrong,2131763604,61561.26,Credit Card,Credit,25-02-2026 10:16,Hyderabad,Flipkart,Android,9.27.33.110
TXN2116,Eric Lane,7191832489,45499.13,UPI,Debit,17-04-2026 17:33,Mumbai,Flipkart,Android,82.180.215.114
TXN2117,Paula Mills MD,6783693557,28670.6,Net Banking,Credit,29-04-2026 22:25,Pune,Paytm,Android,75.195.196.30
TXN2118,Kyle Brown,2139646094,71440.88,Debit Card,Credit,04-05-2026 06:51,Hyderabad,Paytm,iPhone,221.244.81.2
TXN2119,Nicholas Heath,1530151790,9811.28,Debit Card,Credit,14-05-2026 11:14,Mumbai,Amazon,Web,61.13.101.53
TXN2120,Tyler King,6111922372,40622.06,Net Banking,Debit,16-01-2026 05:43,Pune,PhonePe,Web,221.131.195.58
TXN2121,Anthony Thomas,7570673639,82102.73,UPI,Debit,04-05-2026 02:35,Pune,Flipkart,Web,185.205.219.215
TXN2122,April Weaver,8198079964,70100.03,UPI,Debit,19-01-2026 19:50,Mumbai,Amazon,Android,106.27.33.107
TXN2123,Alexander Watson,6355283594,53462.47,Net Banking,Credit,14-03-2026 12:30,Hyderabad,Swiggy,Web,195.37.252.112
TXN2124,Maureen Baird,9824662480,30288.3,Net Banking,Credit,09-02-2026 06:00,Hyderabad,PhonePe,iPhone,140.202.156.54
TXN2125,Cindy Owens,776245624,98713.52,UPI,Credit,03-05-2026 02:32,Pune,Myntra,Android,31.14.28.57
TXN2126,Randy Smith,4826906590,86166.52,Debit Card,Credit,17-03-2026 12:13,Pune,Paytm,iPhone,153.253.90.161
TXN2127,Maria Sosa,9358646410,78609.01,UPI,Debit,17-03-2026 19:39,Delhi,Flipkart,Web,183.210.122.7
TXN2128,Alicia Reyes,6032624128,57550.21,UPI,Credit,02-04-2026 07:31,Chennai,Zomato,Android,113.73.88.47
TXN2129,Samantha Mitchell,9077452182,39144,Credit Card,Debit,08-02-2026 03:41,Chennai,Paytm,Web,149.189.14.42
TXN2130,Erik Hansen,9933116988,68651.66,Credit Card,Debit,16-02-2026 04:03,Bangalore,Swiggy,Android,29.220.41.118
TXN2131,Raymond Jones,7777533050,63354.73,UPI,Credit,16-03-2026 23:01,Bangalore,Flipkart,Web,81.105.225.231
TXN2132,Ryan Hurst,6030640462,31953.86,Credit Card,Debit,12-01-2026 23:41,Hyderabad,Zomato,iPhone,26.132.216.97
TXN2133,Steven Reese,1456561340,50410.58,Net Banking,Credit,13-04-2026 08:21,Pune,Paytm,Android,211.4.211.53
TXN2134,Jenna Johnson,7483728101,75997.69,Credit Card,Debit,26-04-2026 04:13,Hyderabad,Swiggy,Android,20.230.8.52
TXN2135,Holly Mahoney,6684709390,33310.96,Debit Card,Debit,22-02-2026 13:36,Pune,Myntra,Web,105.173.58.94
TXN2136,Johnny Pham,398943543,90497.26,Net Banking,Credit,01-04-2026 12:20,Pune,Swiggy,iPhone,87.69.205.224
TXN2137,Jacob Crawford,9002972875,82547.23,Credit Card,Debit,26-03-2026 03:34,Hyderabad,Zomato,iPhone,52.239.38.64
TXN2138,Susan Frost,265596531,54987.31,Debit Card,Credit,09-03-2026 10:10,Delhi,Swiggy,Web,104.232.25.53
TXN2139,Andrew Walters,130596053,14311.72,Debit Card,Credit,02-02-2026 09:19,Chennai,Zomato,Android,13.30.209.211
TXN2140,Steven Grimes,5855132009,96142.3,UPI,Debit,01-04-2026 13:21,Hyderabad,Paytm,Android,31.176.146.177
TXN2141,Cody Macdonald,652050915,13641.51,Net Banking,Debit,08-01-2026 10:32,Hyderabad,PhonePe,Web,145.195.104.209
TXN2142,Angela Petty,7494072282,92742.02,UPI,Credit,23-03-2026 01:26,Delhi,Amazon,Web,7.6.202.57
TXN2143,Sheila Taylor,8161354151,12475.67,Net Banking,Debit,27-01-2026 22:44,Chennai,PhonePe,Android,93.100.90.59
TXN2144,Joseph Clark,2940811070,87754.57,Net Banking,Debit,12-03-2026 23:03,Chennai,Myntra,Android,8.245.55.135
TXN2145,William Guzman,4435834650,5575.43,Net Banking,Credit,01-01-2026 22:11,Pune,Swiggy,Android,123.35.197.176
TXN2146,Melissa Lee,2244268792,45598.89,UPI,Credit,19-04-2026 19:44,Bangalore,Amazon,Android,10.252.122.6
TXN2147,Emily Small,7136344644,79250.16,Debit Card,Credit,05-05-2026 16:48,Delhi,PhonePe,Web,4.87.29.238
TXN2148,Jamie Peters,624520219,7212.94,Debit Card,Debit,13-01-2026 15:22,Delhi,Myntra,iPhone,103.39.17.229
TXN2149,Sharon Rodriguez,1038994526,57899.04,Debit Card,Debit,13-05-2026 20:25,Pune,Swiggy,iPhone,172.20.217.229
TXN2150,Robert Nelson,5872517429,91046.92,Debit Card,Debit,24-02-2026 18:23,Mysore,Amazon,iPhone,34.52.234.175
TXN2151,Brian Parker,5441735574,80095.39,Credit Card,Debit,21-04-2026 19:57,Chennai,Flipkart,Android,95.134.214.7
TXN2152,Rebecca Mason,4758225736,27942.07,Credit Card,Credit,16-04-2026 00:26,Chennai,Amazon,Web,221.203.232.237
TXN2153,Danielle Cooper,9130825544,94145.06,Credit Card,Credit,26-05-2026 11:09,Bangalore,Swiggy,iPhone,99.20.54.77
TXN2154,Christopher Green,1288683596,80537.58,UPI,Credit,31-03-2026 06:21,Chennai,Flipkart,Android,183.178.186.51
TXN2155,Thomas Moore,2725587596,21105.27,Net Banking,Debit,09-01-2026 14:30,Pune,Swiggy,iPhone,31.49.129.202
TXN2156,James Haynes,4695049903,2913.36,Credit Card,Credit,30-03-2026 08:30,Hyderabad,PhonePe,Android,84.164.246.81
TXN2157,Collin Murphy,8896838424,36979,Credit Card,Debit,27-05-2026 02:10,Chennai,Flipkart,iPhone,89.218.161.242
TXN2158,Alicia Miller,108011758,33729.85,UPI,Credit,11-05-2026 20:29,Delhi,Amazon,iPhone,133.48.147.15
TXN2159,Michael Burgess,2794398002,85119.13,Net Banking,Debit,24-02-2026 05:31,Hyderabad,Amazon,Android,83.227.205.90
TXN2160,Joshua Wheeler,3998611920,55985.96,UPI,Debit,15-05-2026 18:11,Bangalore,Swiggy,Web,133.196.131.173
TXN2161,Katie Parker,2605021846,33497.16,Credit Card,Credit,17-03-2026 16:33,Hyderabad,Zomato,Web,86.19.94.150
TXN2162,Christine Banks,7168014277,94613.83,UPI,Credit,28-05-2026 15:23,Hyderabad,Paytm,Android,68.176.103.55
TXN2163,Aaron Smith,7259101300,3760.47,Net Banking,Credit,04-03-2026 12:54,Bangalore,Myntra,iPhone,37.237.161.9
TXN2164,Robert Wilson,52499258,64229.94,Credit Card,Credit,04-03-2026 19:05,Pune,PhonePe,Android,34.53.64.66
TXN2165,Glen Smith,7067081926,91672.31,Credit Card,Credit,05-04-2026 04:44,Bangalore,Swiggy,iPhone,208.107.138.83
TXN2166,Gina Bell,3079324575,54459.53,UPI,Debit,26-03-2026 18:06,Chennai,PhonePe,iPhone,150.119.37.147
TXN2167,Ernest Ford,6091472154,96080.47,UPI,Debit,20-05-2026 12:10,Mysore,Myntra,Android,218.55.36.248
TXN2168,Richard Moreno,6450049979,97881.07,UPI,Debit,25-02-2026 10:08,Bangalore,Amazon,Android,6.58.193.162
TXN2169,Lisa Patterson,8425303597,71450.55,Credit Card,Debit,23-03-2026 09:22,Pune,Amazon,Web,176.186.162.69
TXN2170,Abigail Diaz,3157469439,45904.42,Credit Card,Debit,25-01-2026 05:24,Pune,Swiggy,iPhone,221.146.235.133
TXN2171,Heather Graham,2190911817,67419.23,Net Banking,Debit,10-03-2026 04:48,Chennai,Myntra,iPhone,22.101.46.134
TXN2172,Denise Roberts,9767284330,70514.42,UPI,Credit,26-05-2026 10:33,Pune,Amazon,iPhone,2.44.188.225
TXN2173,Ernest Vincent,3470290712,56133.61,Net Banking,Debit,30-04-2026 18:44,Delhi,Myntra,Web,74.82.251.216
TXN2174,Tiffany Williams,9682233915,95346.78,Debit Card,Debit,28-05-2026 15:25,Mumbai,Zomato,Web,160.1.83.91
TXN2175,Tabitha Pierce,5123919378,87283.41,Net Banking,Credit,22-05-2026 12:32,Bangalore,Amazon,iPhone,220.243.162.148
TXN2176,Teresa Jefferson,4032753872,75877.22,Debit Card,Debit,18-04-2026 16:42,Bangalore,Amazon,Web,20.87.70.167
TXN2177,Thomas Wise,5019018506,75793.92,UPI,Credit,24-01-2026 06:17,Hyderabad,Paytm,Web,84.73.232.230
TXN2178,Paul Mcdonald,1569774117,56357.57,Credit Card,Debit,30-03-2026 09:16,Hyderabad,Swiggy,iPhone,10.0.218.252
TXN2179,Jonathan Bryant,167196199,50432.45,Net Banking,Credit,25-04-2026 17:27,Mumbai,Flipkart,Web,43.171.250.93
TXN2180,Mandy Medina,904321981,10262.33,Credit Card,Credit,12-05-2026 11:42,Pune,Flipkart,Android,115.137.137.50
TXN2181,Bobby Williams,8512138706,59024.17,Credit Card,Debit,02-02-2026 05:46,Delhi,PhonePe,iPhone,183.30.224.172
TXN2182,Denise Stout,4899927256,79735.24,Credit Card,Credit,18-01-2026 06:14,Mumbai,Zomato,Android,45.113.58.39
TXN2183,Gregory Conley,4087964957,48315.93,UPI,Credit,19-01-2026 11:10,Mumbai,Zomato,Android,182.153.156.239
TXN2184,Miss Samantha Stone,5158493613,90752.5,UPI,Debit,13-04-2026 16:19,Hyderabad,Flipkart,iPhone,131.249.46.122
TXN2185,William Thomas,3310954417,4950.83,Net Banking,Credit,22-01-2026 03:45,Delhi,Swiggy,iPhone,216.200.101.126
TXN2186,Cynthia Lewis,564512865,26976.98,Net Banking,Debit,19-05-2026 10:05,Bangalore,Zomato,Android,147.97.60.57
TXN2187,Timothy Watson,7520294818,25777.46,Debit Card,Credit,18-04-2026 07:31,Bangalore,PhonePe,Android,159.228.117.181
TXN2188,Shirley Smith,9134302822,87808.89,Debit Card,Credit,09-01-2026 14:20,Bangalore,Swiggy,Android,216.247.185.153
TXN2189,Alexis Murphy,9416750730,59092.12,Credit Card,Debit,01-02-2026 10:10,Chennai,Paytm,Web,32.19.14.9
TXN2190,Samantha Johnson,6602588845,82618.11,Credit Card,Credit,05-05-2026 01:40,Pune,Myntra,Web,130.227.247.136
TXN2191,Joann Tyler,9843720471,39885.85,UPI,Debit,03-05-2026 02:12,Chennai,Amazon,iPhone,43.86.8.87
TXN2192,Kayla Martin,3102727139,55176.3,Debit Card,Debit,23-01-2026 03:51,Bangalore,PhonePe,Android,2.161.222.131
TXN2193,Marie Perez,3742949327,36868.92,Credit Card,Debit,20-05-2026 22:01,Delhi,Amazon,iPhone,74.96.189.14
TXN2194,Elizabeth Phillips,6177442081,25619.82,UPI,Debit,06-04-2026 20:15,Mumbai,Paytm,iPhone,221.66.63.86
TXN2195,Bethany Liu,9579805663,12652.79,Net Banking,Credit,26-02-2026 04:30,Pune,Amazon,Android,61.226.1.41
TXN2196,Adam Phillips,9978256358,20396.78,Credit Card,Debit,14-03-2026 03:24,Pune,Paytm,iPhone,216.202.231.0
TXN2197,Philip Smith,8800887789,93415.82,UPI,Credit,23-01-2026 07:04,Chennai,Myntra,iPhone,90.48.202.7
TXN2198,Erika Ellis,3071629521,31225.7,UPI,Credit,17-03-2026 11:38,Mumbai,Zomato,Android,120.114.177.203
TXN2199,Ashley Coleman,9632678263,93080.56,Debit Card,Debit,10-02-2026 12:11,Delhi,Paytm,iPhone,151.117.122.181
TXN2200,Kyle Price,3039734426,35150.12,Debit Card,Debit,05-01-2026 05:51,Hyderabad,Paytm,Web,43.41.154.255
TXN2201,Jessica Turner,3879218858,35889.71,Net Banking,Credit,24-04-2026 13:58,Mysore,Zomato,Android,15.60.99.247
TXN2202,Eileen Reynolds,9808015691,70106.26,UPI,Credit,06-03-2026 06:04,Hyderabad,PhonePe,iPhone,83.151.205.190
TXN2203,Jason Richardson,5790643488,48120.21,Credit Card,Debit,11-04-2026 21:24,Hyderabad,Myntra,Android,7.81.78.252
TXN2204,Charles Wilkerson,9494891983,1889.43,UPI,Debit,23-04-2026 08:20,Delhi,Myntra,Android,2.24.62.164
TXN2205,James Morales,1345257362,49636.15,UPI,Credit,16-04-2026 22:51,Mumbai,Flipkart,Android,190.79.254.224
TXN2206,Angela Walker,2458636700,78512.83,Credit Card,Credit,13-05-2026 03:38,Bangalore,Myntra,Android,71.16.118.171
TXN2207,Jenna Harris,5373929249,39716.18,Net Banking,Debit,16-05-2026 09:55,Delhi,Amazon,Android,17.102.185.25
TXN2208,Mark Moss DDS,6212015350,45438.56,Debit Card,Debit,01-02-2026 02:59,Hyderabad,Swiggy,iPhone,107.107.45.132
TXN2209,Deborah Kirk,9739230653,95463.67,Debit Card,Credit,09-05-2026 17:49,Delhi,Swiggy,Android,23.72.104.111
TXN2210,Michael Dominguez,5757090341,50804.39,Net Banking,Credit,20-05-2026 08:45,Mumbai,Amazon,Android,38.156.102.205
TXN2211,Sandra Cole,8243603687,64720.14,Net Banking,Debit,03-01-2026 01:46,Mumbai,Paytm,Web,203.167.219.70
TXN2212,Antonio Bennett,452851070,40112.54,Net Banking,Credit,12-03-2026 22:09,Pune,Zomato,Web,41.26.249.64
TXN2213,Kevin Nicholson,3866688015,93529.84,UPI,Debit,11-01-2026 03:06,Mumbai,Paytm,Android,1.184.204.144
TXN2214,Sheila Smith,863158892,85002.53,Debit Card,Credit,25-01-2026 10:54,Mysore,Amazon,Web,158.38.174.132
TXN2215,Eduardo Weeks,8503857383,10671.94,Debit Card,Debit,22-05-2026 08:11,Pune,Swiggy,Android,62.161.168.43
TXN2216,Dylan King,8676715543,54619.87,Net Banking,Debit,12-02-2026 17:23,Hyderabad,Amazon,Web,14.100.174.170
TXN2217,Christina Harmon,8262087235,78343.36,UPI,Debit,05-01-2026 14:34,Chennai,Paytm,Android,77.194.3.195
TXN2218,Christian Washington Jr.,7893647247,40632.65,Debit Card,Debit,11-02-2026 10:06,Hyderabad,Zomato,Android,7.42.25.229
TXN2219,Jesse Brock,6952275762,97973.22,UPI,Debit,02-04-2026 18:39,Mumbai,Amazon,Android,41.146.248.254
TXN2220,Donna Davis,628440591,30034.98,Credit Card,Debit,13-04-2026 04:49,Hyderabad,Flipkart,Android,223.8.189.228
TXN2221,Rodney Wright,729713623,41051.55,UPI,Credit,14-03-2026 10:32,Bangalore,Paytm,iPhone,149.88.13.118
TXN2222,Patrick Lopez,3646518795,31558.72,Debit Card,Debit,10-05-2026 09:59,Chennai,Swiggy,iPhone,219.14.252.206
TXN2223,Louis Martin,9883307308,56092.96,Debit Card,Debit,12-05-2026 03:49,Mysore,Zomato,Android,70.89.90.31
TXN2224,Scott Brown,4114016766,70365.47,UPI,Debit,02-03-2026 10:01,Bangalore,Paytm,Android,10.3.227.101
TXN2225,Justin Bryan,9525535501,56552.94,Debit Card,Credit,17-02-2026 07:01,Mumbai,Myntra,iPhone,29.22.112.38
TXN2226,Ashley Alexander,3768472300,9123.44,UPI,Debit,22-02-2026 04:23,Mumbai,Myntra,Android,19.77.152.68
TXN2227,Nichole Raymond,5269929147,93890.13,Credit Card,Debit,16-03-2026 11:36,Pune,Zomato,Android,92.89.41.84
TXN2228,Karina Green,6114646798,67044.26,Net Banking,Debit,12-03-2026 17:24,Delhi,Paytm,Web,216.134.117.220
TXN2229,Joseph Delgado,8637948243,60652.98,Debit Card,Debit,26-03-2026 18:45,Bangalore,Amazon,Web,210.247.139.153
TXN2230,Juan Patrick,2795341278,81433.19,Net Banking,Debit,02-04-2026 08:36,Hyderabad,Paytm,Web,16.169.106.93
TXN2231,Jason Reed,8553407910,1572.58,Debit Card,Credit,19-04-2026 07:38,Pune,Zomato,Web,74.248.189.32
TXN2232,Amy Lynch,9003078351,12652.01,Debit Card,Credit,20-01-2026 06:11,Bangalore,PhonePe,Web,117.35.246.89
TXN2233,Mariah Phillips,8505909115,95164.91,UPI,Credit,21-03-2026 19:37,Bangalore,PhonePe,Android,65.9.99.12
TXN2234,Courtney Hale,1763630057,74212.92,Credit Card,Credit,14-01-2026 19:48,Chennai,Paytm,Android,177.111.21.74
TXN2235,Jason Bishop,6743192050,84831.2,Net Banking,Debit,22-04-2026 07:38,Delhi,PhonePe,iPhone,99.234.197.248
TXN2236,Christopher Willis,7404494696,95811.84,UPI,Credit,31-03-2026 01:42,Pune,PhonePe,iPhone,221.76.189.77
TXN2237,Mr. Antonio Hardy,2784508787,64941.36,Net Banking,Debit,24-02-2026 05:16,Bangalore,Flipkart,iPhone,172.8.195.70
TXN2238,Darrell Russell,5467672386,52544.24,Net Banking,Credit,21-05-2026 09:43,Delhi,Paytm,Android,40.139.226.61
TXN2239,Daisy Herring,6978501386,87464.12,Credit Card,Debit,25-05-2026 19:10,Chennai,Paytm,Android,129.12.217.252
TXN2240,Taylor Cook,7921917869,44852.61,Net Banking,Credit,27-02-2026 09:20,Pune,Swiggy,iPhone,143.75.188.255
TXN2241,Alicia Murphy,5140338288,94773.17,UPI,Debit,09-05-2026 22:24,Mumbai,PhonePe,Web,11.130.50.9
TXN2242,Michael Shaw,269794660,23252.18,Debit Card,Debit,03-03-2026 10:52,Mumbai,Zomato,iPhone,189.227.63.203
TXN2243,Cheyenne Leblanc,6865704639,16290.37,Debit Card,Debit,05-05-2026 12:33,Pune,Amazon,Web,154.177.2.211
TXN2244,Crystal Andrews,4947894219,92243.03,Debit Card,Credit,31-03-2026 23:44,Chennai,Myntra,Web,122.238.105.252
TXN2245,Megan Lewis,9030434700,61911.08,Credit Card,Debit,01-01-2026 04:00,Hyderabad,Myntra,Web,5.45.22.186
TXN2246,Timothy Preston,3511858369,91877.95,Net Banking,Debit,06-01-2026 10:41,Hyderabad,Zomato,iPhone,26.8.83.125
TXN2247,Michele Reed,3046141353,34718.94,UPI,Credit,09-03-2026 18:14,Delhi,Paytm,Web,152.119.32.180
TXN2248,Aaron Garrett,3633792035,86713.04,UPI,Credit,23-01-2026 22:50,Bangalore,Swiggy,iPhone,77.195.32.83
TXN2249,Victoria Riley,5952753692,57528.57,UPI,Debit,09-01-2026 22:31,Bangalore,PhonePe,Android,128.155.60.74
TXN2250,Jeremiah Boyd,6272028999,49139.31,Net Banking,Debit,31-03-2026 11:07,Mumbai,Swiggy,iPhone,213.220.239.1
TXN2251,Jacqueline Thompson,9066975837,3768.55,UPI,Credit,21-02-2026 16:21,Delhi,Flipkart,iPhone,214.237.63.151
TXN2252,Alan Gonzalez,63962171,22505.08,Debit Card,Credit,09-03-2026 05:52,Delhi,Amazon,Android,116.38.206.234
TXN2253,Stacey Dixon,7026076823,4199.98,UPI,Debit,31-01-2026 10:30,Delhi,Swiggy,iPhone,72.185.29.103
TXN2254,Gerald King,5265073916,21417.58,Net Banking,Credit,29-03-2026 23:22,Chennai,Flipkart,iPhone,123.98.34.234
TXN2255,Kristen Perez,2615323520,11884.87,Net Banking,Credit,10-03-2026 04:54,Mumbai,Flipkart,iPhone,185.86.252.129
TXN2256,Andrew Hamilton,3138294118,92209.63,Credit Card,Debit,22-02-2026 16:57,Mumbai,Zomato,Web,132.37.88.7
TXN2257,Amber Brown,7798123397,68585.03,Debit Card,Credit,06-04-2026 02:14,Mumbai,Paytm,iPhone,49.167.114.251
TXN2258,Elizabeth Wu,337518952,93983.09,Credit Card,Credit,02-03-2026 11:35,Delhi,Amazon,Android,134.49.130.207
TXN2259,David Montoya,5668686186,95265.93,Credit Card,Debit,22-05-2026 19:20,Delhi,Myntra,Web,86.56.9.223
TXN2260,Jason Archer,4200360801,93132.71,Debit Card,Credit,05-05-2026 15:24,Bangalore,Swiggy,Web,42.231.8.59
TXN2261,Evelyn Thompson,7345062480,25944.73,Debit Card,Credit,17-01-2026 11:18,Delhi,PhonePe,Web,152.19.102.247
TXN2262,Holly Thomas,7657141717,57017.59,Debit Card,Debit,10-03-2026 23:46,Chennai,Paytm,Web,157.168.60.104
TXN2263,Nicole Hebert,8109224407,85743.69,Debit Card,Credit,30-01-2026 14:57,Mumbai,Myntra,Android,36.15.175.29
TXN2264,Ebony Rivers,7094521565,4353.72,UPI,Credit,18-03-2026 10:20,Delhi,PhonePe,Web,150.132.89.32
TXN2265,Rebecca Miller,7164298370,21397.48,Net Banking,Credit,20-04-2026 06:36,Hyderabad,Amazon,iPhone,209.37.12.45
TXN2266,Jeff Cantrell,6344431545,3822.81,Debit Card,Debit,10-01-2026 23:47,Bangalore,Zomato,Web,69.226.39.227
TXN2267,Eric Gutierrez,7036683300,77216.32,Debit Card,Debit,16-03-2026 23:16,Bangalore,Amazon,iPhone,130.233.17.201
TXN2268,Tyler Cox,2905742289,88996.88,Credit Card,Credit,08-02-2026 13:41,Chennai,Myntra,Web,176.61.222.245
TXN2269,Tamara Coleman,3827278470,96187.47,Net Banking,Debit,15-02-2026 21:05,Hyderabad,PhonePe,Web,59.117.235.134
TXN2270,Jamie Owens,9424798939,98048.61,Credit Card,Debit,27-04-2026 23:36,Delhi,Paytm,iPhone,45.145.53.53
TXN2271,Benjamin Martinez,5737827249,1211.94,Net Banking,Debit,28-04-2026 02:10,Hyderabad,Myntra,iPhone,120.211.136.25
TXN2272,Kristy Marshall,3098777406,15672.74,UPI,Debit,03-04-2026 15:44,Delhi,Myntra,Android,153.222.238.200
TXN2273,Edward Tucker,4081763790,79600.58,UPI,Debit,29-01-2026 12:53,Delhi,PhonePe,Android,61.109.217.61
TXN2274,Brittney Farrell,1038971512,63058.73,Credit Card,Credit,12-04-2026 10:42,Mysore,Myntra,Web,22.199.85.215
TXN2275,Karen Strong,8506899466,56812.21,Net Banking,Debit,14-04-2026 03:34,Pune,Swiggy,iPhone,43.94.207.98
TXN2276,Teresa Knight,5686375186,27247.16,Debit Card,Debit,20-02-2026 04:00,Mysore,Flipkart,iPhone,139.113.101.193
TXN2277,Kimberly Walker,5491981166,39272.51,Debit Card,Debit,11-01-2026 13:26,Bangalore,Amazon,Web,189.168.116.58
TXN2278,Jeremiah Hernandez,6947994965,60256.41,Debit Card,Credit,14-01-2026 10:31,Hyderabad,Amazon,Web,38.27.236.125
TXN2279,Dr. Steven Parsons,7816869430,98937.84,Debit Card,Debit,30-04-2026 05:59,Chennai,Amazon,iPhone,208.234.133.60
TXN2280,Veronica Carter,4400955282,39083.97,UPI,Debit,08-04-2026 20:10,Chennai,Paytm,Web,196.204.171.29
TXN2281,William Strickland,3430203107,52513.13,Debit Card,Credit,06-03-2026 01:55,Pune,Swiggy,Web,161.166.44.252
TXN2282,Jason Ward MD,3184033111,32759.9,Debit Card,Credit,19-03-2026 20:53,Hyderabad,Swiggy,Android,194.233.129.70
TXN2283,Kimberly Liu,3501185548,9658.02,Net Banking,Debit,07-02-2026 22:20,Pune,Amazon,Android,61.88.187.145
TXN2284,Mr. Arthur Austin DVM,8605399715,53983.08,Debit Card,Credit,05-04-2026 10:57,Mumbai,Swiggy,Web,121.41.64.51
TXN2285,Donna Dominguez,5344210079,55398.06,Net Banking,Credit,27-01-2026 20:37,Chennai,Swiggy,Web,171.220.126.216
TXN2286,Austin Rollins,806630962,61754.71,Net Banking,Debit,13-03-2026 17:00,Mysore,PhonePe,Web,156.35.179.178
TXN2287,Terry Jordan,4227118350,71453.82,Net Banking,Debit,14-05-2026 06:27,Pune,PhonePe,iPhone,169.41.182.111
TXN2288,Charles Reese,7134002554,95143.59,Debit Card,Debit,23-04-2026 01:40,Hyderabad,Zomato,Web,139.215.35.239
TXN2289,Kerri Sanchez,7999553001,56143.94,Net Banking,Credit,10-03-2026 05:59,Bangalore,Paytm,Android,215.152.84.179
TXN2290,Anthony Calhoun PhD,9203029996,31672.37,Net Banking,Debit,12-02-2026 22:31,Mysore,PhonePe,iPhone,110.125.231.16
TXN2291,Jessica Lee,8562318648,50402.37,Credit Card,Debit,06-02-2026 11:30,Bangalore,Paytm,Android,51.225.213.190
TXN2292,Kimberly Dawson,8749792175,32011.01,Net Banking,Credit,06-03-2026 04:07,Bangalore,PhonePe,iPhone,7.59.129.48
TXN2293,Connie Garrison,569480951,71146.66,UPI,Debit,11-01-2026 02:17,Delhi,Swiggy,iPhone,196.21.189.219
TXN2294,Sandra Roach,4343351924,10807.25,Net Banking,Credit,11-01-2026 00:01,Chennai,PhonePe,Android,115.24.166.22
TXN2295,Michael Cruz,4550378374,49524.91,Credit Card,Debit,18-01-2026 15:06,Chennai,Myntra,Android,40.154.39.239
TXN2296,Phillip Rocha,3064780415,29648.15,Debit Card,Credit,23-04-2026 13:12,Chennai,Myntra,iPhone,38.186.132.105
TXN2297,Dawn Jenkins,8267838926,60538.75,Net Banking,Credit,12-03-2026 08:10,Bangalore,Zomato,Android,106.129.9.118
TXN2298,George Johnson,6851639159,1842.71,Net Banking,Debit,08-02-2026 05:53,Pune,Zomato,Web,50.77.34.90
TXN2299,Cheryl Thomas,893160697,24063.36,UPI,Credit,30-01-2026 16:00,Mumbai,Swiggy,iPhone,33.1.45.78
TXN2300,Elizabeth Shannon,382773679,61302.62,Debit Card,Debit,26-03-2026 21:06,Hyderabad,Zomato,Web,202.48.70.110
TXN2301,Austin Smith,5702302918,30025.71,Credit Card,Debit,20-04-2026 10:55,Delhi,Flipkart,iPhone,31.250.218.23
TXN2302,Stephanie Carey,5627589980,42339.72,Debit Card,Credit,15-03-2026 13:02,Mysore,Swiggy,iPhone,114.212.204.60
TXN2303,Jessica Lawrence,9209639676,16954.79,Debit Card,Debit,08-04-2026 20:23,Mysore,Paytm,iPhone,151.78.145.71
TXN2304,Melissa Rodriguez,5216315695,40122.06,Net Banking,Credit,10-03-2026 13:30,Mysore,PhonePe,Android,64.201.29.128
TXN2305,John Kelley,8925209679,13124.4,UPI,Credit,20-03-2026 04:47,Chennai,Swiggy,iPhone,63.166.151.61
TXN2306,Eric Baker,3989219226,36212.1,Debit Card,Credit,22-02-2026 17:32,Hyderabad,Swiggy,iPhone,39.211.97.80
TXN2307,Carlos Norman,2542074518,90080.82,UPI,Credit,15-05-2026 03:44,Chennai,PhonePe,Web,142.68.114.254
TXN2308,Colin White,4451636785,92365.5,Debit Card,Credit,25-03-2026 17:19,Bangalore,Flipkart,iPhone,209.52.57.29
